,solar,solar_0,solar_1,solar_2,solar_3,solar_4,solar_5,solar_6,solar_7,solar_8,solar_9,solar_10,solar_11,solar_12,solar_13,solar_14,solar_15,solar_16,solar_17,solar_18,solar_19,solar_20,solar_21,solar_22,solar_23,solar_24,solar_25,solar_26,solar_27,solar_28,solar_29
2022-12-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 10:00:00,0.002,0.00124,0.0016200000000000001,0.00204,0.00182,0.0014,0.00204,0.00226,0.0014399999999999999,0.00226,0.0020800000000000003,0.00266,0.00236,0.00176,0.00158,0.0013599999999999999,0.0023799999999999997,0.00202,0.0013599999999999999,0.0017,0.00268,0.00266,0.0015400000000000001,0.0017,0.00222,0.00174,0.00266,0.0017,0.00126,0.0013399999999999998,0.0027800000000000004
2023-01-01 11:00:00,0.025,0.024,0.025500000000000002,0.0245,0.017249999999999998,0.028999999999999998,0.029249999999999998,0.017499999999999998,0.02425,0.02475,0.03075,0.02375,0.02125,0.03125,0.025750000000000002,0.03275,0.0295,0.017249999999999998,0.025,0.028999999999999998,0.02475,0.03325,0.028749999999999998,0.019750000000000004,0.026750000000000003,0.019750000000000004,0.03475,0.0235,0.032,0.0185,0.034499999999999996
2023-01-01 12:00:00,0.018,0.017099999999999997,0.01422,0.01872,0.02016,0.01368,0.017279999999999997,0.018359999999999998,0.01116,0.02286,0.01998,0.013859999999999999,0.02052,0.01944,0.016739999999999998,0.016739999999999998,0.013319999999999999,0.0189,0.021959999999999997,0.018359999999999998,0.01962,0.010979999999999998,0.0225,0.018,0.01782,0.01908,0.01746,0.01656,0.015119999999999998,0.020339999999999997,0.015479999999999999
2023-01-01 13:00:00,0.024,0.018000000000000002,0.0252,0.032639999999999995,0.026400000000000003,0.01584,0.02136,0.02952,0.02928,0.027360000000000002,0.026880000000000005,0.032400000000000005,0.024720000000000002,0.03144,0.02928,0.01512,0.01824,0.02712,0.03312,0.01488,0.03072,0.01752,0.016079999999999997,0.03048,0.02064,0.02712,0.0216,0.02424,0.02088,0.02232,0.026640000000000004
2023-01-01 14:00:00,0.023,0.0276,0.018170000000000002,0.027139999999999997,0.015639999999999998,0.030590000000000003,0.01794,0.025300000000000003,0.029670000000000002,0.02024,0.02668,0.026220000000000004,0.01472,0.01702,0.02231,0.01472,0.02944,0.03105,0.018860000000000002,0.01679,0.02346,0.021619999999999997,0.030590000000000003,0.03036,0.02737,0.025070000000000002,0.02047,0.01656,0.031970000000000005,0.01587,0.01472
2023-01-01 15:00:00,0.005,0.0062,0.006,0.0055000000000000005,0.0058,0.00455,0.0042,0.00575,0.00395,0.00425,0.0033499999999999997,0.00525,0.006750000000000001,0.0036,0.0034,0.00525,0.00455,0.006600000000000001,0.00465,0.0053,0.00315,0.00515,0.0067,0.00315,0.0047,0.00565,0.006350000000000001,0.00615,0.00415,0.0037,0.0037
2023-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00,0.011,0.00902,0.00836,0.0069299999999999995,0.01155,0.013529999999999999,0.01474,0.006599999999999999,0.01397,0.014959999999999998,0.007369999999999999,0.01474,0.00902,0.00924,0.012429999999999998,0.01188,0.01309,0.0121,0.00891,0.013749999999999998,0.013529999999999999,0.011,0.00968,0.007699999999999999,0.012429999999999998,0.00847,0.010339999999999998,0.00968,0.010339999999999998,0.0143,0.01309
2023-01-02 11:00:00,0.033,0.03828,0.03861,0.03762000000000001,0.03168,0.02739,0.04059,0.04587000000000001,0.02277,0.03036,0.03894,0.036300000000000006,0.040260000000000004,0.042570000000000004,0.028050000000000002,0.02442,0.025740000000000002,0.02772,0.022439999999999998,0.04554,0.04059,0.02508,0.03399,0.0198,0.03465,0.02409,0.035640000000000005,0.02409,0.0198,0.0396,0.04224
2023-01-02 12:00:00,0.049,0.0294,0.060270000000000004,0.03969,0.05684,0.06125,0.06566000000000001,0.048510000000000005,0.06223,0.05978,0.06125,0.038220000000000004,0.04802,0.03871,0.05684,0.03234,0.05929,0.057819999999999996,0.0539,0.05929,0.06517,0.04067,0.04116,0.03528,0.06076,0.03528,0.05047,0.03773,0.03626,0.04704,0.06811
2023-01-02 13:00:00,0.026,0.02392,0.03328,0.018719999999999997,0.03276,0.022359999999999998,0.029640000000000003,0.03172,0.02028,0.02756,0.02366,0.030679999999999995,0.02626,0.01924,0.02756,0.02548,0.022099999999999998,0.0286,0.02366,0.022359999999999998,0.03432,0.01976,0.03224,0.030419999999999996,0.01976,0.017419999999999998,0.0273,0.0195,0.03302,0.0312,0.018459999999999997
2023-01-02 14:00:00,0.012,0.015960000000000002,0.013440000000000002,0.0102,0.01116,0.01512,0.01584,0.016200000000000003,0.01584,0.012480000000000002,0.009840000000000002,0.013680000000000001,0.00792,0.01164,0.00732,0.0102,0.0138,0.01212,0.01212,0.01044,0.008159999999999999,0.01188,0.01452,0.012360000000000001,0.01476,0.01032,0.01032,0.0114,0.01584,0.0126,0.01032
